o_naam,d_naam,o_person_hec,o_poblacion,d_person_hec,d_poblacion,o_atrac,d_atrac,o_violencia,o_cimpropiedad,d_violencia,d_cimpropiedad,migra,oarea,o_tolerancia,darea,distance
Marlot,Kijkduin,11.9,3,1465,4.8,0,44.77864,1.68976,9,117,5,0,454298.21,31,457211.4,NA
Marlot,Moerwijk-Oost,72.8,3,2614,4.8,0,46.87244,5.208048,26,165,5,0,451911.95,82,457211.4,NA
Marlot,Noordpolderbuurt,171.2,6,8320,4.8,0,172.1,4.049411,105,300,5,0,453294.38,92,457211.4,NA
Marlot,Oostbroek-Zuid,195.8,3,7383,4.8,0,230.926,5.308645,99,519,5,0,453384.99,72,457211.4,NA
Marlot,Oud Scheveningen,110.2,4,2831,4.8,0,202.0202,7.922361,31,168,5,0,457923.01,13,457211.4,NA
Marlot,Rijslag,64.6,3,1601,4.8,0,38.85381,7.770762,14,106,5,0,458279.24,17,457211.4,NA
Marlot,Westbroekpark,22,0,898,4.8,0,10.84754,4.339016,4,72,5,0,457832.45,3,457211.4,NA
Moerwijk-Noord,De Rivieren,0.2,0,31,76.5,0,6.440017,24.36069,1,103,55,0,453533.18,110,452443.94,1.8178787
Moerwijk-Noord,Kraayenstein,14.9,1,4466,76.5,1,8.031817,23.78472,26,207,55,3,451071.59,32,452443.94,1.8178787
Moerwijk-Noord,Ockenburgh,2.8,0,889,76.5,0,4.665528,23.81185,19,214,55,0,452524.93,30,452443.94,1.8178787
Moerwijk-Noord,Schildersbuurt-West,229.6,10,14785,76.5,23,169.3404,26.29694,253,917,55,42,453837.54,64,452443.94,1.8178787
Moerwijk-Oost,Bloemenbuurt-Oost,104.8,5,6206,47.2,0,104.6773,44.93555,9,261,26,0,454928.9,25,451911.95,1.800505
Moerwijk-Oost,Eykenduynen,52.5,0,2556,47.2,0,41.88941,45.65385,13,137,26,0,453725.17,42,451911.95,1.800505
Moerwijk-Oost,Kampen,40.8,3,2315,47.2,0,44.38519,44.95218,22,98,26,1,456051.35,51,451911.95,1.800505
Moerwijk-Oost,Nieuw Waldeck,123.4,2,7503,47.2,3,24.78081,44.76199,35,202,26,0,452974.26,37,451911.95,1.800505
Moerwijk-Oost,Ockenburgh,2.8,0,889,47.2,0,4.665528,42.28646,19,214,26,0,452524.93,30,451911.95,1.800505
Moerwijk-Oost,Rond de Energiecentrale,97.2,2,4850,47.2,5,151.439,45.54744,58,381,26,9,454604.06,45,451911.95,1.800505
Moerwijk-Oost,Transvaalkwartier-Zuid,188.1,10,6792,47.2,21,218.756,47.20251,135,1081,26,10,453333.75,69,451911.95,1.800505
Moerwijk-Oost,Uilennest,61.1,0,1789,47.2,0,29.86283,48.30057,5,71,26,0,456914.83,6,451911.95,1.800505
Moerwijk-Oost,Waldeck-Noord,93.4,4,3082,47.2,0,124.9743,47.61555,18,139,26,0,453119.56,40,451911.95,1.800505
Moerwijk-West,Nassaubuurt,55,1,1540,65.6,0,101.0414,183.7149,9,147,57,0,456211.1,5,451847.38,1.6612554
Moerwijk-West,Oostduinen,0,0,11,65.6,0,0.3211128,148.9211,9,58,57,0,459220.64,1,451847.38,1.6612554
Moerwijk-West,Rijslag,64.6,3,1601,65.6,0,38.85381,188.128,14,106,57,0,458279.24,17,451847.38,1.6612554
Moerwijk-West,Visserijbuurt,140,2,3794,65.6,1,320.5801,185.9219,11,145,57,0,457836.12,16,451847.38,1.6612554
Moerwijk-West,Vruchtenbuurt,129.3,3,6853,65.6,1,170.0633,165.9459,27,277,57,0,453995.4,41,451847.38,1.6612554
Moerwijk-Zuid,Bezuidenhout-Midden,50.7,8,3099,64.3,0,121.4319,84.01344,26,421,31,0,455383.17,55,451423.04,1.8238636
Moerwijk-Zuid,Bloemenbuurt-West,82.1,2,2224,64.3,1,24.80932,109.0397,9,105,31,0,454475.93,24,451423.04,1.8238636
Moerwijk-Zuid,Bosjes van Pex,8.6,0,393,64.3,0,15.10033,91.00871,3,101,31,0,454333.35,28,451423.04,1.8238636
Moerwijk-Zuid,De Vissen,55.1,1,6736,64.3,1,0.7735986,73.02203,23,49,31,0,453221.58,113,451423.04,1.8238636
Moerwijk-Zuid,Rietbuurt,0.7,0,65,64.3,0,0,75.80424,0,1,31,0,452421.81,114,451423.04,1.8238636
Moerwijk-Zuid,Schildersbuurt-Oost,221.2,5,7720,64.3,15,88.95087,100.2672,131,398,31,7,453579.33,66,451423.04,1.8238636
Moerwijk-Zuid,v Stolkpark/Schev Bosjes,6.5,2,701,64.3,0,3.58944,74.63092,6,97,31,0,457152.55,12,451423.04,1.8238636
Moerwijk-Zuid,Venen/Oorden/Raden,110.4,2,8531,64.3,14,49.2802,78.98131,70,290,31,14,451304.75,74,451423.04,1.8238636
Moerwijk-Zuid,Zuidwal,123.1,5,6180,64.3,6,948.1027,88.58964,290,2902,31,10,454554.21,63,451423.04,1.8238636
Morgenstond-Oost,Bloemenbuurt-West,82.1,2,2224,54.9,1,24.80932,139.7643,9,105,36,1,454475.93,24,452058.42,1.662909
Morgenstond-Oost,De Uithof,6.7,0,895,54.9,5,10.74843,119.6574,10,122,36,1,450129.23,77,452058.42,1.662909
Morgenstond-Oost,Kampen,40.8,3,2315,54.9,3,44.38519,126.4622,22,98,36,1,456051.35,51,452058.42,1.662909
Morgenstond-Oost,Laakkwartier-Oost,187.6,4,10223,54.9,7,153.5517,127.4534,94,526,36,8,452967.68,91,452058.42,1.662909
Morgenstond-Oost,Nieuw Waldeck,123.4,2,7503,54.9,17,24.78081,125.7966,35,202,36,8,452974.26,37,452058.42,1.662909
Morgenstond-Oost,Oostbroek-Noord,189,1,4253,54.9,4,368.3699,146.0223,67,383,36,9,453884.54,71,452058.42,1.662909
Morgenstond-Oost,Scheveningen Badplaats,101.8,1,5142,54.9,0,134.9139,127.7171,59,391,36,6,458491.39,15,452058.42,1.662909
Morgenstond-Oost,Uilennest,61.1,0,1789,54.9,0,29.86283,138.1816,5,71,36,0,456914.83,6,452058.42,1.662909
Morgenstond-Oost,v Hoytemastraat eo,84.2,4,2139,54.9,0,208.6932,142.0078,5,132,36,0,456547.83,10,452058.42,1.662909
Morgenstond-Oost,Vruchtenbuurt,129.3,3,6853,54.9,2,170.0633,128.0368,27,277,36,1,453995.4,41,452058.42,1.662909
Morgenstond-Oost,Waalsdorp,55.6,5,3484,54.9,0,23.21748,125.7898,10,284,36,0,457271.43,8,452058.42,1.662909
Morgenstond-West,Bosjes van Pex,8.6,0,393,62.1,0,15.10033,230.213,3,101,83,0,454333.35,28,451765.29,1.7166976
Morgenstond-West,De Uithof,6.7,0,895,62.1,0,10.74843,206.4464,10,122,83,0,450129.23,77,451765.29,1.7166976
Morgenstond-West,Hoge Veld,2.8,1,292,62.1,0,0.9184254,210.3927,1,39,83,9,449955.01,95,451765.29,1.7166976
Morgenstond-West,Huygenspark,113.6,1,5157,62.1,9,184.7127,230.0631,137,557,83,4,454185.69,57,451765.29,1.7166976
Morgenstond-West,Kom Loosduinen,115.4,3,5286,62.1,2,216.3223,229.9668,29,223,83,3,452310.59,35,451765.29,1.7166976
Morgenstond-West,Laakhaven-West,64.9,2,3640,62.1,2,151.0876,221.6915,82,650,83,8,453175.26,88,451765.29,1.7166976
Morgenstond-West,Moerwijk-Zuid,101.1,3,4174,62.1,8,93.28185,233.0107,31,240,83,9,451423.04,85,451765.29,1.7166976
Morgenstond-West,Oostbroek-Zuid,195.8,3,7383,62.1,27,230.926,238.1671,99,519,83,34,453384.99,72,451765.29,1.7166976
Morgenstond-West,Rivierenbuurt-Zuid,72.3,0,716,62.1,1,68.78323,352.9167,11,103,83,2,454478.49,58,451765.29,1.7166976
Morgenstond-West,Visserijbuurt,140,2,3794,62.1,2,320.5801,254.6552,11,145,83,0,457836.12,16,451765.29,1.7166976
Morgenstond-West,Voorhout,33.6,2,1991,62.1,0,576.2835,221.4536,158,1789,83,0,455410.77,61,451765.29,1.7166976
Morgenstond-West,Waterbuurt,28.8,0,2878,62.1,3,0,210.7365,14,29,83,0,450061.4,107,451765.29,1.7166976
Morgenstond-West,Westvliet,1.1,1,135,62.1,0,11.23343,207.6803,3,64,83,0,453909.47,109,451765.29,1.7166976
Morgenstond-Zuid,Arendsdorp,28.9,0,1478,65.6,0,5.42517,113.3794,4,142,42,0,456794.29,9,451240.78,1.8545455
Morgenstond-Zuid,Burgen en Horsten,63.4,5,5607,65.6,2,55.62622,101.561,40,302,42,0,456483.6,53,451240.78,1.8545455
Morgenstond-Zuid,De Vissen,55.1,1,6736,65.6,3,0.7735986,96.82278,23,49,42,0,453221.58,113,451240.78,1.8545455
Morgenstond-Zuid,Eykenduynen,52.5,0,2556,65.6,2,41.88941,116.3609,13,137,42,0,453725.17,42,451240.78,1.8545455
Morgenstond-Zuid,Moerwijk-Oost,72.8,3,2614,65.6,10,46.87244,126.1096,26,165,42,3,451911.95,82,451240.78,1.8545455
Morgenstond-Zuid,Ockenburgh,2.8,0,889,65.6,0,4.665528,89.42176,19,214,42,0,452524.93,30,451240.78,1.8545455
Morgenstond-Zuid,Rosenburg,50.1,5,2486,65.6,3,92.86524,115.4003,29,224,42,2,453312.66,38,451240.78,1.8545455
Morgenstond-Zuid,Transvaalkwartier-Noord,231.7,1,4287,65.6,9,427.716,171.0712,63,221,42,3,454095.83,67,451240.78,1.8545455
Morgenweide,Kijkduin,11.9,3,1465,16.2,1,44.77864,1.983268,9,117,20,0,454298.21,31,451391.17,1.8955843
Morgenweide,Koningsplein eo,170.3,1,7083,16.2,26,404.8308,3.478451,58,512,20,7,455030.03,46,451391.17,1.8955843
Morgenweide,Kraayenstein,14.9,1,4466,16.2,5,8.031817,1.435863,26,207,20,3,451071.59,32,451391.17,1.8955843
Morgenweide,Marlot,9.7,0,803,16.2,0,2.164472,2.220624,5,24,20,0,457211.4,52,451391.17,1.8955843
Morgenweide,Morgenstond-Oost,88,0,5167,16.2,8,126.6171,2.804402,36,308,20,1,452058.42,80,451391.17,1.8955843
Morgenweide,Nieuw Waldeck,123.4,2,7503,16.2,26,24.78081,2.687189,35,202,20,1,452974.26,37,451391.17,1.8955843
Morgenweide,Uilebomen,95.2,1,2732,16.2,10,369.3405,4.622733,98,721,20,1,454953.9,62,451391.17,1.8955843
Morgenweide,Venen/Oorden/Raden,110.4,2,8531,16.2,17,49.2802,2.370393,70,290,20,9,451304.75,74,451391.17,1.8955843
Morgenweide,Visserijbuurt,140,2,3794,16.2,5,320.5801,4.823217,11,145,20,0,457836.12,16,451391.17,1.8955843
Morgenweide,Zonne Veld,58.2,1,2851,16.2,2,2.011219,3.149607,20,47,20,1,448382.87,98,451391.17,1.8955843
Morgenweide,Zuidwal,123.1,5,6180,16.2,23,948.1027,3.109496,290,2902,20,0,454554.21,63,451391.17,1.8955843
Nassaubuurt,Eykenduynen,52.5,0,2556,25.4,0,41.88941,101.0414,13,137,9,0,453725.17,42,456211.1,1.8431818
Nassaubuurt,Huygenspark,113.6,1,5157,25.4,0,184.7127,101.0414,137,557,9,1,454185.69,57,456211.1,1.8431818
Nassaubuurt,Kraayenstein,14.9,1,4466,25.4,0,8.031817,101.0414,26,207,9,1,451071.59,32,456211.1,1.8431818
Nassaubuurt,Laakhaven-Oost,112.6,2,3199,25.4,1,68.11364,101.0414,64,318,9,1,453809.14,87,456211.1,1.8431818
Nassaubuurt,Moerwijk-Zuid,101.1,3,4174,25.4,0,93.28185,101.0414,31,240,9,0,451423.04,85,456211.1,1.8431818
Nassaubuurt,Ockenburgh,2.8,0,889,25.4,0,4.665528,101.0414,19,214,9,0,452524.93,30,456211.1,1.8431818
Nassaubuurt,Schildersbuurt-Oost,221.2,5,7720,25.4,0,88.95087,101.0414,131,398,9,0,453579.33,66,456211.1,1.8431818
Nassaubuurt,Spoorwijk,117.2,2,3856,25.4,0,42.27845,101.0414,35,197,9,0,452158.09,89,456211.1,1.8431818
Nieuw Waldeck,De Velden,43.1,1,3105,55,1,5.315276,23.90088,14,32,35,0,453976.79,112,452974.26,1.8579545
Nieuw Waldeck,Kraayenstein,14.9,1,4466,55,7,8.031817,19.7755,26,207,35,10,451071.59,32,452974.26,1.8579545
Nieuw Waldeck,Parkbuurt Oosteinde,72.5,2,3256,55,1,0,27.29256,5,57,35,2,449297.82,96,452974.26,1.8579545
Nieuw Waldeck,Voorhout,33.6,2,1991,55,0,576.2835,25.02453,158,1789,35,0,455410.77,61,452974.26,1.8579545
Nieuw Waldeck,Willemspark,42.3,3,1406,55,0,242.903,30.15242,5,167,35,1,455949.6,48,452974.26,1.8579545
Noordpolderbuurt,Bezuidenhout-West,48.7,2,2620,83,5,33.46683,170.611,120,767,105,3,455123.84,54,453294.38,1.7787879
Noordpolderbuurt,Binckhorst,2.3,2,298,83,0,12.94904,160.0114,25,296,105,0,453883.65,93,453294.38,1.7787879
Noordpolderbuurt,Bloemenbuurt-Oost,104.8,5,6206,83,1,104.6773,168.5979,9,261,105,2,454928.9,25,453294.38,1.7787879
Noordpolderbuurt,Duttendel,8.7,1,1127,83,0,9.77113,160.6422,9,77,105,0,457876.04,4,453294.38,1.7787879
Noordpolderbuurt,Nieuw Waldeck,123.4,2,7503,83,6,24.78081,167.8168,35,202,105,3,452974.26,37,453294.38,1.7787879
Noordpolderbuurt,Schildersbuurt-West,229.6,10,14785,83,53,169.3404,167.8598,253,917,105,35,453837.54,64,453294.38,1.7787879
Noordpolderbuurt,Uilennest,61.1,0,1789,83,0,29.86283,183.7404,5,71,105,1,456914.83,6,453294.38,1.7787879
Noordpolderbuurt,Willemspark,42.3,3,1406,83,0,242.903,179.9029,5,167,105,0,455949.6,48,453294.38,1.7787879
Ockenburgh,Duinzigt,35.3,2,2420,1.2,0,25.87582,20.43668,3,122,19,0,457869.94,7,452524.93,NA
Ockenburgh,Haagse Bos,3.6,1,422,1.2,0,0,11.2732,12,74,19,0,456196.18,49,452524.93,NA
Ockenburgh,Kijkduin,11.9,3,1465,1.2,0,44.77864,12.13936,9,117,19,1,454298.21,31,452524.93,NA
Ockenburgh,Oostbroek-Zuid,195.8,3,7383,1.2,0,230.926,37.47155,99,519,19,0,453384.99,72,452524.93,NA
Oostbroek-Noord,Componistenbuurt,121.4,0,1736,94.1,0,47.72196,377.8868,8,53,67,1,453537.39,39,453884.54,1.8909091
Oostbroek-Noord,Duindorp,67.6,2,5662,94.1,2,46.05552,355.3408,29,120,67,1,456516.45,18,453884.54,1.8909091
Oostbroek-Noord,Houtwijk,96.5,5,13372,94.1,8,24.01966,353.3622,95,560,67,3,452335.92,34,453884.54,1.8909091
Oostbroek-Noord,Lage Veld,100.1,0,4475,94.1,1,8.675642,359.2928,8,42,67,0,448862.11,97,453884.54,1.8909091
Oostbroek-Noord,Marlot,9.7,0,803,94.1,0,2.164472,354.9461,5,24,67,0,457211.4,52,453884.54,1.8909091
Oostbroek-Noord,Morgenstond-Zuid,112.9,3,5306,94.1,7,117.3994,358.8557,42,316,67,6,451240.78,78,453884.54,1.8909091
Oostbroek-Noord,Singels,85,2,4674,94.1,0,0,357.6166,14,81,67,0,450403.25,106,453884.54,1.8909091
Oostbroek-Noord,Statenkwartier,89.6,11,9063,94.1,3,198.5597,354.5686,55,549,67,0,456799.66,19,453884.54,1.8909091
Oostbroek-Noord,Waldeck-Zuid,103,0,2059,94.1,5,4.803282,369.8303,11,33,67,0,452667.99,36,453884.54,1.8909091
Oostbroek-Noord,Zuidwal,123.1,5,6180,94.1,13,948.1027,358.5016,290,2902,67,0,454554.21,63,453884.54,1.8909091
Oostbroek-Zuid,Archipelbuurt,67.7,1,5852,93.4,1,74.60194,226.4062,22,427,99,0,456508.23,11,453384.99,1.8592376
Oostbroek-Zuid,Eykenduynen,52.5,0,2556,93.4,2,41.88941,228.9473,13,137,99,2,453725.17,42,453384.99,1.8592376
Oostbroek-Zuid,Moerwijk-Zuid,101.1,3,4174,93.4,1,93.28185,229.9592,31,240,99,3,451423.04,85,453384.99,1.8592376
Oostbroek-Zuid,Schildersbuurt-Noord,223.5,8,10414,93.4,34,184.159,229.3134,133,589,99,14,453981.39,65,453384.99,1.8592376
Oostbroek-Zuid,Schildersbuurt-Oost,221.2,5,7720,93.4,18,88.95087,231.5712,131,398,99,17,453579.33,66,453384.99,1.8592376
Oostbroek-Zuid,Tedingerbroek,NA,0,NA,93.4,0,0,229.0203,0,5,99,0,452171.22,103,453384.99,1.8592376
Oostbroek-Zuid,Transvaalkwartier-Zuid,188.1,10,6792,93.4,68,218.756,231.2703,135,1081,99,44,453333.75,69,453384.99,1.8592376
Oostbroek-Zuid,Zorgvliet,3.9,4,333,93.4,0,6.853109,226.3896,21,280,99,0,456290.84,21,453384.99,1.8592376
Oostduinen,Hoge Veld,2.8,1,292,0,0,0.9184254,0.9184254,1,39,9,0,449955.01,95,459220.64,NA
Oostduinen,Huygenspark,113.6,1,5157,0,0,184.7127,2.147822,137,557,9,0,454185.69,57,459220.64,NA
Oostduinen,Rietbuurt,0.7,0,65,0,0,0,0.9876153,0,1,9,0,452421.81,114,459220.64,NA
Oud Scheveningen,Archipelbuurt,67.7,1,5852,58.7,2,74.60194,190.7664,22,427,31,0,456508.23,11,457923.01,1.791307
Oud Scheveningen,Bloemenbuurt-Oost,104.8,5,6206,58.7,2,104.6773,192.7178,9,261,31,3,454928.9,25,457923.01,1.791307
Oud Scheveningen,De Lanen,2.1,0,132,58.7,0,0,191.9009,1,0,31,0,453087.95,111,457923.01,1.791307
Oud Scheveningen,De Vissen,55.1,1,6736,58.7,1,0.7735986,189.2699,23,49,31,2,453221.58,113,457923.01,1.791307
Oud Scheveningen,Vissershaven,40.2,0,2817,58.7,18,63.556,191.1603,50,220,31,9,457308.96,14,457923.01,1.791307
Oud Scheveningen,Waldeck-Zuid,103,0,2059,58.7,0,4.803282,205.3886,11,33,31,0,452667.99,36,457923.01,1.791307
Parkbuurt Oosteinde,Morgenstond-West,109.4,8,6479,24,2,222.0103,0,83,596,5,0,451765.29,79,449297.82,1.886995
Parkbuurt Oosteinde,Rijslag,64.6,3,1601,24,0,38.85381,0,14,106,5,0,458279.24,17,449297.82,1.886995
Parkbuurt Oosteinde,Sweelinckplein eo,123.5,3,5284,24,0,193.3531,0,36,350,5,0,455512.35,23,449297.82,1.886995
Rietbuurt,Arendsdorp,28.9,0,1478,0.3,0,5.42517,0,4,142,0,0,456794.29,9,452421.81,NA
Rietbuurt,Bosjes van Pex,8.6,0,393,0.3,0,15.10033,0,3,101,0,0,454333.35,28,452421.81,NA
Rietbuurt,De Vissen,55.1,1,6736,0.3,0,0.7735986,0,23,49,0,18,453221.58,113,452421.81,NA
Rietbuurt,Heesterbuurt,164.4,3,6742,0.3,0,92.4716,0,40,289,0,3,454267.97,43,452421.81,NA
Rietbuurt,Hoge Veld,2.8,1,292,0.3,0,0.9184254,0,1,39,0,0,449955.01,95,452421.81,NA
Rietbuurt,Kerketuinen/Zichtenburg,4.7,1,374,0.3,0,17.11923,0,30,152,0,0,451558.07,33,452421.81,NA
Rietbuurt,Koningsplein eo,170.3,1,7083,0.3,0,404.8308,0,58,512,0,0,455030.03,46,452421.81,NA
Rietbuurt,Landen,81.3,2,4929,0.3,0,24.91781,0,21,165,0,0,456854.6,50,452421.81,NA
Rietbuurt,Noordpolderbuurt,171.2,6,8320,0.3,0,172.1,0,105,300,0,0,453294.38,92,452421.81,NA
Rietbuurt,Oostbroek-Zuid,195.8,3,7383,0.3,0,230.926,0,99,519,0,3,453384.99,72,452421.81,NA
Rietbuurt,Rond de Energiecentrale,97.2,2,4850,0.3,0,151.439,0,58,381,0,2,454604.06,45,452421.81,NA
Rietbuurt,Stadhoudersplantsoen,80.1,4,1723,0.3,0,162.8909,0,16,196,0,0,455806.33,22,452421.81,NA
Rietbuurt,Venen/Oorden/Raden,110.4,2,8531,0.3,0,49.2802,0,70,290,0,0,451304.75,74,452421.81,NA
Rijslag,Bomenbuurt,108.9,7,5630,35,2,269.3194,32.84772,32,461,14,0,455282.72,26,458279.24,1.8428571
Rijslag,Kijkduin,11.9,3,1465,35,0,44.77864,29.73231,9,117,14,0,454298.21,31,458279.24,1.8428571
Rijslag,Statenkwartier,89.6,11,9063,35,2,198.5597,30.16125,55,549,14,10,456799.66,19,458279.24,1.8428571
Rijslag,Sweelinckplein eo,123.5,3,5284,35,2,193.3531,33.94255,36,350,14,1,455512.35,23,458279.24,1.8428571
Rijslag,Uilennest,61.1,0,1789,35,2,29.86283,37.15195,5,71,14,0,456914.83,6,458279.24,1.8428571
Rivierenbuurt-Noord,Burgen en Horsten,63.4,5,5607,45,3,55.62622,257.2928,40,302,35,1,456483.6,53,454877.38,1.9607676
Rivierenbuurt-Noord,Rivierenbuurt-Noord,78.8,2,2773,45,37,262.1926,262.1926,35,360,35,41,454877.38,59,454877.38,1.9607676
Rivierenbuurt-Noord,Vissershaven,40.2,0,2817,45,0,63.556,257.8222,50,220,35,0,457308.96,14,454877.38,1.9607676
Rivierenbuurt-Noord,Vlietbuurt,1.1,0,206,45,0,5.714108,255.642,8,40,35,1,452499.33,99,454877.38,1.9607676
Rivierenbuurt-Noord,Waterbuurt,28.8,0,2878,45,2,0,256.9033,14,29,35,2,450061.4,107,454877.38,1.9607676
Rivierenbuurt-Zuid,Moerwijk-West,121.9,3,6073,44.9,1,167.0007,68.78323,57,326,11,3,451847.38,83,454478.49,NA
Rivierenbuurt-Zuid,Noordpolderbuurt,171.2,6,8320,44.9,5,172.1,68.78323,105,300,11,1,453294.38,92,454478.49,NA
Rivierenbuurt-Zuid,Oud Scheveningen,110.2,4,2831,44.9,0,202.0202,68.78323,31,168,11,1,457923.01,13,454478.49,NA
Rivierenbuurt-Zuid,Parkbuurt Oosteinde,72.5,2,3256,44.9,0,0,68.78323,5,57,11,0,449297.82,96,454478.49,NA
Rivierenbuurt-Zuid,Transvaalkwartier-Noord,231.7,1,4287,44.9,4,427.716,68.78323,63,221,11,0,454095.83,67,454478.49,NA
Rivierenbuurt-Zuid,Uilebomen,95.2,1,2732,44.9,1,369.3405,68.78323,98,721,11,1,454953.9,62,454478.49,NA
Rond de Energiecentrale,Kerketuinen/Zichtenburg,4.7,1,374,53.1,21,17.11923,145.6892,30,152,58,4,451558.07,33,454604.06,1.9
Rond de Energiecentrale,Laakkwartier-Oost,187.6,4,10223,53.1,14,153.5517,150.1906,94,526,58,32,452967.68,91,454604.06,1.9
Rond de Energiecentrale,Moerwijk-Noord,146.9,7,6772,53.1,6,27.4061,152.772,55,450,58,12,452443.94,84,454604.06,1.9
Rond de Energiecentrale,Nassaubuurt,55,1,1540,53.1,0,101.0414,163.7803,9,147,58,3,456211.1,5,454604.06,1.9
Rond de Energiecentrale,Rijslag,64.6,3,1601,53.1,0,38.85381,166.9898,14,106,58,3,458279.24,17,454604.06,1.9
Rond de Energiecentrale,Schildersbuurt-West,229.6,10,14785,53.1,19,169.3404,148.3354,253,917,58,44,453837.54,64,454604.06,1.9
Rond de Energiecentrale,Stadhoudersplantsoen,80.1,4,1723,53.1,2,162.8909,170.1996,16,196,58,2,455806.33,22,454604.06,1.9
Rond de Energiecentrale,Valkenboskwartier,166.6,8,10829,53.1,34,261.0047,148.0465,94,555,58,49,454489.27,44,454604.06,1.9
Rond de Energiecentrale,Voorhout,33.6,2,1991,53.1,1,576.2835,148.7846,158,1789,58,2,455410.77,61,454604.06,1.9
Rond de Energiecentrale,Waalsdorp,55.6,5,3484,53.1,1,23.21748,148.2894,10,284,58,0,457271.43,8,454604.06,1.9
Rond de Energiecentrale,Zorgvliet,3.9,4,333,53.1,0,6.853109,145.0442,21,280,58,1,456290.84,21,454604.06,1.9
Rosenburg,Duindorp,67.6,2,5662,28.8,3,46.05552,86.83498,29,120,29,0,456516.45,18,453312.66,NA
Rosenburg,Marlot,9.7,0,803,28.8,0,2.164472,86.04559,5,24,29,0,457211.4,52,453312.66,NA
Rosenburg,Oostduinen,0,0,11,28.8,0,0.3211128,79.9566,9,58,29,0,459220.64,1,453312.66,NA
Rosenburg,Rijslag,64.6,3,1601,28.8,0,38.85381,108.4707,14,106,29,6,458279.24,17,453312.66,NA
Rosenburg,Uilebomen,95.2,1,2732,28.8,2,369.3405,105.2625,98,721,29,0,454953.9,62,453312.66,NA
Rosenburg,Zorgvliet,3.9,4,333,28.8,0,6.853109,86.52518,21,280,29,0,456290.84,21,453312.66,NA
Rustenburg,Duttendel,8.7,1,1127,90,0,9.77113,68.43017,9,77,46,0,457876.04,4,453532.63,1.8472222
Rustenburg,Landen,81.3,2,4929,90,1,24.91781,73.88754,21,165,46,1,456854.6,50,453532.63,1.8472222
Rustenburg,Zonne Veld,58.2,1,2851,90,2,2.011219,75.98772,20,47,46,1,448382.87,98,453532.63,1.8472222
Scheveningen Badplaats,De Velden,43.1,1,3105,57,0,5.315276,129.9705,14,32,59,1,453976.79,112,458491.39,1.8746082
Scheveningen Badplaats,Eykenduynen,52.5,0,2556,57,1,41.88941,136.6296,13,137,59,1,453725.17,42,458491.39,1.8746082
Scheveningen Badplaats,Morgenstond-Zuid,112.9,3,5306,57,3,117.3994,137.2787,42,316,59,0,451240.78,78,458491.39,1.8746082
Scheveningen Badplaats,Stadhoudersplantsoen,80.1,4,1723,57,3,162.8909,159.5483,16,196,59,0,455806.33,22,458491.39,1.8746082
Scheveningen Badplaats,Vruchtenbuurt,129.3,3,6853,57,2,170.0633,135.3706,27,277,59,5,453995.4,41,458491.39,1.8746082
Scheveningen Badplaats,Zonne Veld,58.2,1,2851,57,2,2.011219,136.7945,20,47,59,1,448382.87,98,458491.39,1.8746082
Schildersbuurt-Noord,Binckhorst,2.3,2,298,98.8,0,12.94904,159.7598,25,296,133,6,453883.65,93,453981.39,1.7481818
Schildersbuurt-Noord,De Uithof,6.7,0,895,98.8,0,10.74843,159.5941,10,122,133,0,450129.23,77,453981.39,1.7481818
Schildersbuurt-Noord,Haagse Bos,3.6,1,422,98.8,0,0,161.4851,12,74,133,0,456196.18,49,453981.39,1.7481818
Schildersbuurt-Noord,Hoge Veld,2.8,1,292,98.8,0,0.9184254,163.7871,1,39,133,0,449955.01,95,453981.39,1.7481818
Schildersbuurt-Noord,Waterbuurt,28.8,0,2878,98.8,2,0,164.1524,14,29,133,3,450061.4,107,453981.39,1.7481818
Schildersbuurt-Noord,Westbroekpark,22,0,898,98.8,0,10.84754,185.0555,4,72,133,0,457832.45,3,453981.39,1.7481818
Schildersbuurt-Noord,Willemspark,42.3,3,1406,98.8,0,242.903,197.3328,5,167,133,0,455949.6,48,453981.39,1.7481818
Schildersbuurt-Oost,Arendsdorp,28.9,0,1478,85.6,0,5.42517,85.76789,4,142,131,1,456794.29,9,453579.33,1.6608392
Schildersbuurt-Oost,Kijkduin,11.9,3,1465,85.6,0,44.77864,82.87736,9,117,131,0,454298.21,31,453579.33,1.6608392
Schildersbuurt-Oost,Leyenburg,114.5,5,14620,85.6,7,58.3659,82.55914,76,926,131,1,452901.75,73,453579.33,1.6608392
Schildersbuurt-Oost,Oostduinen,0,0,11,85.6,0,0.3211128,81.30606,9,58,131,0,459220.64,1,453579.33,1.6608392
Schildersbuurt-Oost,Transvaalkwartier-Zuid,188.1,10,6792,85.6,76,218.756,88.64991,135,1081,131,45,453333.75,69,453579.33,1.6608392
Schildersbuurt-Oost,v Stolkpark/Schev Bosjes,6.5,2,701,85.6,0,3.58944,83.0348,6,97,131,0,457152.55,12,453579.33,1.6608392
Schildersbuurt-West,Bomenbuurt,108.9,7,5630,99.6,2,269.3194,173.2976,32,461,253,3,455282.72,26,453837.54,1.6375757
Schildersbuurt-West,Duinzigt,35.3,2,2420,99.6,0,25.87582,167.948,3,122,253,0,457869.94,7,453837.54,1.6375757
Schildersbuurt-West,Houtwijk,96.5,5,13372,99.6,9,24.01966,158.9327,95,560,253,7,452335.92,34,453837.54,1.6375757
