o_naam,d_naam,o_person_hec,o_poblacion,d_person_hec,d_poblacion,o_atrac,d_atrac,o_violencia,o_cimpropiedad,d_violencia,d_cimpropiedad,migra,oarea,o_tolerancia,darea,distance
Schildersbuurt-West,Moerwijk-Noord,146.9,7,6772,99.6,25,27.4061,175.9953,55,450,253,26,452443.94,84,453837.54,1.6375757
Schildersbuurt-West,Morgenstond-West,109.4,8,6479,99.6,20,222.0103,170.4316,83,596,253,14,451765.29,79,453837.54,1.6375757
Schildersbuurt-West,Morgenstond-Zuid,112.9,3,5306,99.6,10,117.3994,175.4131,42,316,253,11,451240.78,78,453837.54,1.6375757
Schildersbuurt-West,Oud Scheveningen,110.2,4,2831,99.6,1,202.0202,198.2316,31,168,253,1,457923.01,13,453837.54,1.6375757
Schildersbuurt-West,Rietbuurt,0.7,0,65,99.6,0,0,162.5488,0,1,253,0,452421.81,114,453837.54,1.6375757
Schildersbuurt-West,v Stolkpark/Schev Bosjes,6.5,2,701,99.6,0,3.58944,161.4657,6,97,253,0,457152.55,12,453837.54,1.6375757
Schildersbuurt-West,Vissershaven,40.2,0,2817,99.6,0,63.556,165.6517,50,220,253,0,457308.96,14,453837.54,1.6375757
Schildersbuurt-West,Waterbuurt,28.8,0,2878,99.6,3,0,161.9763,14,29,253,2,450061.4,107,453837.54,1.6375757
Singels,Bezuidenhout-Oost,115.6,4,8728,30.1,0,144.6151,0,47,435,14,2,455747.16,56,450403.25,1.8732058
Singels,Bloemenbuurt-Oost,104.8,5,6206,30.1,0,104.6773,0,9,261,14,0,454928.9,25,450403.25,1.8732058
Singels,Bosjes van Pex,8.6,0,393,30.1,2,15.10033,0,3,101,14,0,454333.35,28,450403.25,1.8732058
Singels,Componistenbuurt,121.4,0,1736,30.1,0,47.72196,0,8,53,14,0,453537.39,39,450403.25,1.8732058
Singels,Heesterbuurt,164.4,3,6742,30.1,3,92.4716,0,40,289,14,0,454267.97,43,450403.25,1.8732058
Singels,Laakhaven-Oost,112.6,2,3199,30.1,3,68.11364,0,64,318,14,1,453809.14,87,450403.25,1.8732058
Singels,Laakkwartier-Oost,187.6,4,10223,30.1,6,153.5517,0,94,526,14,13,452967.68,91,450403.25,1.8732058
Singels,Laakkwartier-West,166.9,6,7529,30.1,9,186.476,0,69,478,14,7,452482.26,90,450403.25,1.8732058
Singels,Leyenburg,114.5,5,14620,30.1,10,58.3659,0,76,926,14,8,452901.75,73,450403.25,1.8732058
Singels,Ockenburgh,2.8,0,889,30.1,0,4.665528,0,19,214,14,0,452524.93,30,450403.25,1.8732058
Singels,Schildersbuurt-Noord,223.5,8,10414,30.1,8,184.159,0,133,589,14,6,453981.39,65,450403.25,1.8732058
Singels,Spoorwijk,117.2,2,3856,30.1,5,42.27845,0,35,197,14,2,452158.09,89,450403.25,1.8732058
Spoorwijk,Duindorp,67.6,2,5662,57.2,3,46.05552,31.24458,29,120,35,0,456516.45,18,452158.09,1.7127273
Spoorwijk,Kijkduin,11.9,3,1465,57.2,0,44.77864,29.22839,9,117,35,0,454298.21,31,452158.09,1.7127273
Spoorwijk,Laakhaven-West,64.9,2,3640,57.2,0,151.0876,33.9067,82,650,35,14,453175.26,88,452158.09,1.7127273
Spoorwijk,Moerwijk-Oost,72.8,3,2614,57.2,2,46.87244,39.78326,26,165,35,1,451911.95,82,452158.09,1.7127273
Spoorwijk,Waterbuurt,28.8,0,2878,57.2,0,0,29.79858,14,29,35,0,450061.4,107,452158.09,1.7127273
Stadhoudersplantsoen,Kerketuinen/Zichtenburg,4.7,1,374,48.4,0,17.11923,156.7633,30,152,16,0,451558.07,33,455806.33,1.8985714
Stadhoudersplantsoen,Leyenburg,114.5,5,14620,48.4,5,58.3659,155.7953,76,926,16,0,452901.75,73,455806.33,1.8985714
Stadhoudersplantsoen,Oud Scheveningen,110.2,4,2831,48.4,3,202.0202,162.24,31,168,16,1,457923.01,13,455806.33,1.8985714
Stadhoudersplantsoen,Uilebomen,95.2,1,2732,48.4,2,369.3405,161.2864,98,721,16,1,454953.9,62,455806.33,1.8985714
Stadhoudersplantsoen,Vissershaven,40.2,0,2817,48.4,0,63.556,156.8101,50,220,16,1,457308.96,14,455806.33,1.8985714
Stadhoudersplantsoen,Zuidwal,123.1,5,6180,48.4,4,948.1027,158.2599,290,2902,16,2,454554.21,63,455806.33,1.8985714
Statenkwartier,De Lanen,2.1,0,132,44,0,0,199.4467,1,0,55,1,453087.95,111,456799.66,1.8024189
Statenkwartier,Hoge Veld,2.8,1,292,44,0,0.9184254,198.4208,1,39,55,1,449955.01,95,456799.66,1.8024189
Statenkwartier,Moerwijk-Oost,72.8,3,2614,44,0,46.87244,201.792,26,165,55,1,451911.95,82,456799.66,1.8024189
Statenkwartier,Spoorwijk,117.2,2,3856,44,2,42.27845,202.6238,35,197,55,2,452158.09,89,456799.66,1.8024189
Statenkwartier,Statenkwartier,89.6,11,9063,44,172,198.5597,198.5597,55,549,55,116,456799.66,19,456799.66,1.8024189
Statenkwartier,Transvaalkwartier-Zuid,188.1,10,6792,44,3,218.756,202.1221,135,1081,55,1,453333.75,69,456799.66,1.8024189
Statenkwartier,Zorgvliet,3.9,4,333,44,4,6.853109,198.8683,21,280,55,0,456290.84,21,456799.66,1.8024189
Sweelinckplein eo,De Reef,NA,0,NA,66.8,0,0,190.1642,0,0,36,0,452532.9,101,455512.35,1.9687362
Sweelinckplein eo,Duindorp,67.6,2,5662,66.8,3,46.05552,188.0162,29,120,36,0,456516.45,18,455512.35,1.9687362
Sweelinckplein eo,Erasmus Veld,5.5,0,396,66.8,0,19.62793,188.6543,6,57,36,1,450542.77,94,455512.35,1.9687362
Sweelinckplein eo,Kerketuinen/Zichtenburg,4.7,1,374,66.8,1,17.11923,188.2257,30,152,36,0,451558.07,33,455512.35,1.9687362
Sweelinckplein eo,Morgenstond-West,109.4,8,6479,66.8,3,222.0103,190.3343,83,596,36,1,451765.29,79,455512.35,1.9687362
Sweelinckplein eo,Rustenburg,171.8,2,5772,66.8,4,81.35326,196.6391,46,270,36,6,453532.63,70,455512.35,1.9687362
Sweelinckplein eo,Schildersbuurt-West,229.6,10,14785,66.8,1,169.3404,189.8796,253,917,36,5,453837.54,64,455512.35,1.9687362
Sweelinckplein eo,Westvliet,1.1,1,135,66.8,0,11.23343,185.8562,3,64,36,0,453909.47,109,455512.35,1.9687362
Tedingerbroek,Archipelbuurt,67.7,1,5852,NA,0,74.60194,0,22,427,0,0,456508.23,11,452171.22,NA
Tedingerbroek,Binckhorst,2.3,2,298,NA,0,12.94904,0,25,296,0,0,453883.65,93,452171.22,NA
Tedingerbroek,Kijkduin,11.9,3,1465,NA,0,44.77864,0,9,117,0,0,454298.21,31,452171.22,NA
Tedingerbroek,Kortenbos,113.8,2,6852,NA,0,501.1546,0,141,1144,0,0,454904.27,60,452171.22,NA
Tedingerbroek,Tedingerbroek,NA,0,NA,NA,0,0,0,0,5,0,0,452171.22,103,452171.22,NA
Tedingerbroek,Uilebomen,95.2,1,2732,NA,0,369.3405,0,98,721,0,0,454953.9,62,452171.22,NA
Tedingerbroek,Vogelwijk,18.6,8,4912,NA,0,8.065941,0,14,330,0,0,455497.52,27,452171.22,NA
Transvaalkwartier-Midden,Arendsdorp,28.9,0,1478,80.5,0,5.42517,363.9429,4,142,156,0,456794.29,9,453753.38,1.4908173
Transvaalkwartier-Midden,Bezuidenhout-Midden,50.7,8,3099,80.5,0,121.4319,362.6179,26,421,156,1,455383.17,55,453753.38,1.4908173
Transvaalkwartier-Midden,De Velden,43.1,1,3105,80.5,0,5.315276,360.5859,14,32,156,0,453976.79,112,453753.38,1.4908173
Transvaalkwartier-Midden,Laakhaven-Oost,112.6,2,3199,80.5,4,68.11364,372.0144,64,318,156,4,453809.14,87,453753.38,1.4908173
Transvaalkwartier-Noord,Morgenstond-Oost,88,0,5167,106.4,4,126.6171,405.2273,36,308,63,5,452058.42,80,454095.83,1.6318182
Transvaalkwartier-Noord,Oostbroek-Noord,189,1,4253,106.4,9,368.3699,421.8604,67,383,63,7,453884.54,71,454095.83,1.6318182
Transvaalkwartier-Noord,Stadhoudersplantsoen,80.1,4,1723,106.4,0,162.8909,420.9508,16,196,63,0,455806.33,22,454095.83,1.6318182
Transvaalkwartier-Noord,Uilennest,61.1,0,1789,106.4,0,29.86283,415.1398,5,71,63,0,456914.83,6,454095.83,1.6318182
Transvaalkwartier-Noord,Waldeck-Noord,93.4,4,3082,106.4,0,124.9743,413.0847,18,139,63,0,453119.56,40,454095.83,1.6318182
Transvaalkwartier-Zuid,Bosjes van Pex,8.6,0,393,87.8,0,15.10033,215.6966,3,101,135,0,454333.35,28,453333.75,1.650974
Transvaalkwartier-Zuid,De Venen,0,0,NA,87.8,0,0,219.1694,0,2,135,0,452115.68,104,453333.75,1.650974
Transvaalkwartier-Zuid,Haagse Bos,3.6,1,422,87.8,0,0,208.8257,12,74,135,0,456196.18,49,453333.75,1.650974
Transvaalkwartier-Zuid,Oostbroek-Noord,189,1,4253,87.8,15,368.3699,227.1016,67,383,135,20,453884.54,71,453333.75,1.650974
Transvaalkwartier-Zuid,Oostbroek-Zuid,195.8,3,7383,87.8,48,230.926,218.1823,99,519,135,82,453384.99,72,453333.75,1.650974
Transvaalkwartier-Zuid,Rosenburg,50.1,5,2486,87.8,0,92.86524,214.5841,29,224,135,2,453312.66,38,453333.75,1.650974
Transvaalkwartier-Zuid,Singels,85,2,4674,87.8,4,0,213.66,14,81,135,0,450403.25,106,453333.75,1.650974
Uilebomen,Bezuidenhout-Oost,115.6,4,8728,56.6,6,144.6151,356.2515,47,435,98,2,455747.16,56,454953.9,1.9128788
Uilebomen,De Rivieren,0.2,0,31,56.6,0,6.440017,351.9472,1,103,98,0,453533.18,110,454953.9,1.9128788
Uilebomen,De Velden,43.1,1,3105,56.6,0,5.315276,356.4074,14,32,98,0,453976.79,112,454953.9,1.9128788
Uilebomen,Landen,81.3,2,4929,56.6,1,24.91781,358.4016,21,165,98,1,456854.6,50,454953.9,1.9128788
Uilebomen,Moerwijk-West,121.9,3,6073,56.6,0,167.0007,360.2228,57,326,98,0,451847.38,83,454953.9,1.9128788
Uilebomen,Nieuw Waldeck,123.4,2,7503,56.6,3,24.78081,357.7273,35,202,98,0,452974.26,37,454953.9,1.9128788
Uilebomen,Schildersbuurt-West,229.6,10,14785,56.6,8,169.3404,357.756,253,917,98,4,453837.54,64,454953.9,1.9128788
Uilebomen,v Hoytemastraat eo,84.2,4,2139,56.6,0,208.6932,371.6226,5,132,98,1,456547.83,10,454953.9,1.9128788
Uilebomen,Voorhout,33.6,2,1991,56.6,9,576.2835,358.0929,158,1789,98,4,455410.77,61,454953.9,1.9128788
Uilennest,Arendsdorp,28.9,0,1478,38.2,2,5.42517,29.86283,4,142,5,9,456794.29,9,456914.83,NA
Uilennest,Bezuidenhout-Oost,115.6,4,8728,38.2,1,144.6151,29.86283,47,435,5,3,455747.16,56,456914.83,NA
Uilennest,De Reef,NA,0,NA,38.2,0,0,29.86283,0,0,5,0,452532.9,101,456914.83,NA
Uilennest,Duttendel,8.7,1,1127,38.2,2,9.77113,29.86283,9,77,5,1,457876.04,4,456914.83,NA
Uilennest,Oostbroek-Zuid,195.8,3,7383,38.2,0,230.926,29.86283,99,519,5,0,453384.99,72,456914.83,NA
Uilennest,Parkbuurt Oosteinde,72.5,2,3256,38.2,0,0,29.86283,5,57,5,0,449297.82,96,456914.83,NA
Uilennest,Scheveningen Badplaats,101.8,1,5142,38.2,3,134.9139,29.86283,59,391,5,5,458491.39,15,456914.83,NA
Uilennest,Vogelwijk,18.6,8,4912,38.2,0,8.065941,29.86283,14,330,5,0,455497.52,27,456914.83,NA
Uilennest,Voorhout,33.6,2,1991,38.2,6,576.2835,29.86283,158,1789,5,3,455410.77,61,456914.83,NA
Uilennest,Zijden/Steden/Zichten,77.3,6,7146,38.2,0,48.80037,29.86283,49,221,5,0,450854.71,75,456914.83,NA
Uilennest,Zuiderpark,0,0,4,38.2,0,18.48224,29.86283,36,95,5,0,452548.29,81,456914.83,NA
v Hoytemastraat eo,Bomenbuurt,108.9,7,5630,40.6,2,269.3194,206.7119,32,461,5,0,455282.72,26,456547.83,NA
v Hoytemastraat eo,Bosweide,21.5,0,1577,40.6,0,0,206.186,4,30,5,0,451586.61,102,456547.83,NA
v Hoytemastraat eo,De Reef,NA,0,NA,40.6,0,0,206.439,0,0,5,0,452532.9,101,456547.83,NA
v Stolkpark/Schev Bosjes,Bohemen/Meer en Bos,59,4,4469,2.9,0,18.63007,4.278729,12,180,6,0,453795.66,29,457152.55,NA
v Stolkpark/Schev Bosjes,Bomenbuurt,108.9,7,5630,2.9,2,269.3194,5.561425,32,461,6,1,455282.72,26,457152.55,NA
v Stolkpark/Schev Bosjes,Burgen en Horsten,63.4,5,5607,2.9,2,55.62622,3.93419,40,302,6,2,456483.6,53,457152.55,NA
v Stolkpark/Schev Bosjes,De Reef,NA,0,NA,2.9,0,0,5.015721,0,0,6,0,452532.9,101,457152.55,NA
v Stolkpark/Schev Bosjes,De Velden,43.1,1,3105,2.9,0,5.315276,4.452358,14,32,6,0,453976.79,112,457152.55,NA
v Stolkpark/Schev Bosjes,De Vissen,55.1,1,6736,2.9,0,0.7735986,3.341917,23,49,6,0,453221.58,113,457152.55,NA
v Stolkpark/Schev Bosjes,Kom Loosduinen,115.4,3,5286,2.9,0,216.3223,6.078329,29,223,6,0,452310.59,35,457152.55,NA
v Stolkpark/Schev Bosjes,Moerwijk-Noord,146.9,7,6772,2.9,0,27.4061,6.011043,55,450,6,0,452443.94,84,457152.55,NA
v Stolkpark/Schev Bosjes,Stadhoudersplantsoen,80.1,4,1723,2.9,0,162.8909,10.36792,16,196,6,0,455806.33,22,457152.55,NA
v Stolkpark/Schev Bosjes,Sweelinckplein eo,123.5,3,5284,2.9,1,193.3531,6.291305,36,350,6,0,455512.35,23,457152.55,NA
Valkenboskwartier,Belgisch Park,80.6,4,7809,87.7,29,191.1005,252.5677,69,475,94,7,458771.21,2,454489.27,1.9852664
Valkenboskwartier,De Bras,2.8,1,246,87.7,0,19.99097,253.5597,4,5,94,1,449864.37,108,454489.27,1.9852664
Valkenboskwartier,Groente- en Fruitmarkt,105.3,2,4674,87.7,11,90.79683,269.0085,58,417,94,7,452912.11,86,454489.27,1.9852664
Valkenboskwartier,Landen,81.3,2,4929,87.7,7,24.91781,263.3042,21,165,94,3,456854.6,50,454489.27,1.9852664
Valkenboskwartier,Visserijbuurt,140,2,3794,87.7,4,320.5801,295.6824,11,145,94,10,457836.12,16,454489.27,1.9852664
Valkenboskwartier,Voorhout,33.6,2,1991,87.7,3,576.2835,262.4809,158,1789,94,3,455410.77,61,454489.27,1.9852664
Valkenboskwartier,Westbroekpark,22,0,898,87.7,0,10.84754,271.4373,4,72,94,2,457832.45,3,454489.27,1.9852664
Venen/Oorden/Raden,Bezuidenhout-Oost,115.6,4,8728,51.8,5,144.6151,50.41353,47,435,70,2,455747.16,56,451304.75,1.8925325
Venen/Oorden/Raden,Rosenburg,50.1,5,2486,51.8,3,92.86524,60.5232,29,224,70,2,453312.66,38,451304.75,1.8925325
Venen/Oorden/Raden,Vissershaven,40.2,0,2817,51.8,0,63.556,49.50726,50,220,70,0,457308.96,14,451304.75,1.8925325
Visserijbuurt,De Uithof,6.7,0,895,70,0,10.74843,305.5149,10,122,11,0,450129.23,77,457836.12,1.8808777
Visserijbuurt,Duindorp,67.6,2,5662,70,23,46.05552,308.0605,29,120,11,6,456516.45,18,457836.12,1.8808777
Visserijbuurt,Koningsplein eo,170.3,1,7083,70,10,404.8308,313.8563,58,512,11,1,455030.03,46,457836.12,1.8808777
Visserijbuurt,Moerwijk-West,121.9,3,6073,70,3,167.0007,311.9796,57,326,11,1,451847.38,83,457836.12,1.8808777
Visserijbuurt,Transvaalkwartier-Noord,231.7,1,4287,70,1,427.716,329.2266,63,221,11,0,454095.83,67,457836.12,1.8808777
Visserijbuurt,Waldeck-Noord,93.4,4,3082,70,0,124.9743,317.0339,18,139,11,0,453119.56,40,457836.12,1.8808777
Visserijbuurt,Waterbuurt,28.8,0,2878,70,0,0,306.8556,14,29,11,0,450061.4,107,457836.12,1.8808777
Visserijbuurt,Zijden/Steden/Zichten,77.3,6,7146,70,1,48.80037,307.2394,49,221,11,1,450854.71,75,457836.12,1.8808777
Vissershaven,De Rivieren,0.2,0,31,21.4,0,6.440017,58.93082,1,103,50,0,453533.18,110,457308.96,1.7972028
Vissershaven,Hoge Veld,2.8,1,292,21.4,0,0.9184254,61.2616,1,39,50,0,449955.01,95,457308.96,1.7972028
Vissershaven,Huygenspark,113.6,1,5157,21.4,1,184.7127,69.86738,137,557,50,1,454185.69,57,457308.96,1.7972028
Vissershaven,Kerketuinen/Zichtenburg,4.7,1,374,21.4,1,17.11923,63.39223,30,152,50,0,451558.07,33,457308.96,1.7972028
Vissershaven,Rosenburg,50.1,5,2486,21.4,0,92.86524,68.37547,29,224,50,0,453312.66,38,457308.96,1.7972028
Vissershaven,Singels,85,2,4674,21.4,0,0,67.08165,14,81,50,0,450403.25,106,457308.96,1.7972028
Vissershaven,Spoorwijk,117.2,2,3856,21.4,0,42.27845,75.97185,35,197,50,0,452158.09,89,457308.96,1.7972028
Vissershaven,Uilebomen,95.2,1,2732,21.4,1,369.3405,79.22304,98,721,50,1,454953.9,62,457308.96,1.7972028
Vissershaven,Visserijbuurt,140,2,3794,21.4,9,320.5801,80.62643,11,145,50,15,457836.12,16,457308.96,1.7972028
Vissershaven,Willemspark,42.3,3,1406,21.4,0,242.903,75.07455,5,167,50,0,455949.6,48,457308.96,1.7972028
Vissershaven,Zorgvliet,3.9,4,333,21.4,0,6.853109,62.82792,21,280,50,0,456290.84,21,457308.96,1.7972028
Vliegeniersbuurt,Arendsdorp,28.9,0,1478,NA,0,5.42517,7.003884,4,142,2,0,456794.29,9,450694.2,NA
Vliegeniersbuurt,De Rivieren,0.2,0,31,NA,0,6.440017,4.558016,1,103,2,0,453533.18,110,450694.2,NA
Vliegeniersbuurt,Morgenweide,44.4,4,3659,NA,0,2.276776,5.66388,20,80,2,0,451391.17,105,450694.2,NA
Vliegeniersbuurt,Rijslag,64.6,3,1601,NA,0,38.85381,11.15787,14,106,2,0,458279.24,17,450694.2,NA
Vliegeniersbuurt,Transvaalkwartier-Midden,169.7,5,4634,NA,0,376.8987,10.70552,156,796,2,0,453753.38,68,450694.2,NA
Vliegeniersbuurt,Vliegeniersbuurt,NA,3,NA,NA,0,5.080656,5.080656,2,6,2,0,450694.2,100,450694.2,NA
Vliegeniersbuurt,Waterbuurt,28.8,0,2878,NA,0,0,5.266926,14,29,2,0,450061.4,107,450694.2,NA
Vlietbuurt,Binckhorst,2.3,2,298,0.4,0,12.94904,6.848557,25,296,8,0,453883.65,93,452499.33,NA
Vlietbuurt,Componistenbuurt,121.4,0,1736,0.4,0,47.72196,49.79982,8,53,8,0,453537.39,39,452499.33,NA
Vlietbuurt,Dreven en Gaarden,93.2,10,8834,0.4,0,51.90697,9.202343,77,326,8,0,450403.42,76,452499.33,NA
Vlietbuurt,Groente- en Fruitmarkt,105.3,2,4674,0.4,0,90.79683,16.20181,58,417,8,0,452912.11,86,452499.33,NA
Vlietbuurt,Morgenweide,44.4,4,3659,0.4,0,2.276776,10.04657,20,80,8,0,451391.17,105,452499.33,NA
Vlietbuurt,Parkbuurt Oosteinde,72.5,2,3256,0.4,0,0,17.31502,5,57,8,0,449297.82,96,452499.33,NA
Vlietbuurt,Vruchtenbuurt,129.3,3,6853,0.4,0,170.0633,15.15965,27,277,8,0,453995.4,41,452499.33,NA
Vogelwijk,Dreven en Gaarden,93.2,10,8834,7.7,1,51.90697,13.76916,77,326,14,0,450403.42,76,455497.52,1.9338491
Vogelwijk,Laakhaven-West,64.9,2,3640,7.7,0,151.0876,19.23049,82,650,14,0,453175.26,88,455497.52,1.9338491
Vogelwijk,Leyenburg,114.5,5,14620,7.7,4,58.3659,11.25839,76,926,14,0,452901.75,73,455497.52,1.9338491
Vogelwijk,Oostduinen,0,0,11,7.7,0,0.3211128,7.499125,9,58,14,0,459220.64,1,455497.52,1.9338491
Voorhout,Binckhorst,2.3,2,298,23.6,0,12.94904,563.2887,25,296,158,0,453883.65,93,455410.77,1.9939394
Voorhout,Dreven en Gaarden,93.2,10,8834,23.6,0,51.90697,567.9963,77,326,158,1,450403.42,76,455410.77,1.9939394
Voorhout,Kampen,40.8,3,2315,23.6,8,44.38519,576.7618,22,98,158,3,456051.35,51,455410.77,1.9939394
Voorhout,Kraayenstein,14.9,1,4466,23.6,1,8.031817,557.9119,26,207,158,0,451071.59,32,455410.77,1.9939394
Voorhout,Lage Veld,100.1,0,4475,23.6,1,8.675642,584.1121,8,42,158,0,448862.11,97,455410.77,1.9939394
Voorhout,Oostbroek-Noord,189,1,4253,23.6,1,368.3699,615.882,67,383,158,0,453884.54,71,455410.77,1.9939394
Voorhout,Statenkwartier,89.6,11,9063,23.6,9,198.5597,567.5773,55,549,158,1,456799.66,19,455410.77,1.9939394
Voorhout,Visserijbuurt,140,2,3794,23.6,1,320.5801,605.3349,11,145,158,1,457836.12,16,455410.77,1.9939394
Vruchtenbuurt,Burgen en Horsten,63.4,5,5607,59.8,1,55.62622,165.2687,40,302,27,3,456483.6,53,453995.4,1.804891
Vruchtenbuurt,Rivierenbuurt-Noord,78.8,2,2773,59.8,1,262.1926,175.0684,35,360,27,0,454877.38,59,453995.4,1.804891
Vruchtenbuurt,Transvaalkwartier-Midden,169.7,5,4634,59.8,1,376.8987,180.8056,156,796,27,1,453753.38,68,453995.4,1.804891
Vruchtenbuurt,Transvaalkwartier-Zuid,188.1,10,6792,59.8,1,218.756,175.4647,135,1081,27,0,453333.75,69,453995.4,1.804891
Vruchtenbuurt,Venen/Oorden/Raden,110.4,2,8531,59.8,1,49.2802,166.2423,70,290,27,1,451304.75,74,453995.4,1.804891
Vruchtenbuurt,Zorgvliet,3.9,4,333,59.8,0,6.853109,165.7034,21,280,27,0,456290.84,21,453995.4,1.804891
Waalsdorp,Groente- en Fruitmarkt,105.3,2,4674,25,0,90.79683,23.21748,58,417,10,1,452912.11,86,457271.43,1.8226163
Waalsdorp,Laakkwartier-Oost,187.6,4,10223,25,1,153.5517,23.21748,94,526,10,0,452967.68,91,457271.43,1.8226163
Waalsdorp,Landen,81.3,2,4929,25,0,24.91781,23.21748,21,165,10,1,456854.6,50,457271.43,1.8226163
Waalsdorp,Schildersbuurt-Oost,221.2,5,7720,25,0,88.95087,23.21748,131,398,10,0,453579.33,66,457271.43,1.8226163
Waalsdorp,Uilennest,61.1,0,1789,25,15,29.86283,23.21748,5,71,10,4,456914.83,6,457271.43,1.8226163
Waalsdorp,Voorhout,33.6,2,1991,25,4,576.2835,23.21748,158,1789,10,6,455410.77,61,457271.43,1.8226163
Waalsdorp,Zeeheldenkwartier,132.8,3,10758,25,1,380.158,23.21748,113,859,10,4,455467.62,47,457271.43,1.8226163
Waalsdorp,Zorgvliet,3.9,4,333,25,0,6.853109,23.21748,21,280,10,1,456290.84,21,457271.43,1.8226163
Waldeck-Noord,Bloemenbuurt-West,82.1,2,2224,59.8,2,24.80932,126.6802,9,105,18,2,454475.93,24,453119.56,NA
Waldeck-Noord,Haagse Bos,3.6,1,422,59.8,0,0,118.3966,12,74,18,0,456196.18,49,453119.56,NA
Waldeck-Zuid,Bohemen/Meer en Bos,59,4,4469,56.7,0,18.63007,1.242005,12,180,11,4,453795.66,29,452667.99,1.7396632
Waldeck-Zuid,Geuzenkwartier,147.7,1,4595,56.7,1,70.73011,2.947088,15,122,11,0,456729.06,20,452667.99,1.7396632
Waldeck-Zuid,Moerwijk-Zuid,101.1,3,4174,56.7,3,93.28185,2.332046,31,240,11,0,451423.04,85,452667.99,1.7396632
Waldeck-Zuid,Morgenstond-West,109.4,8,6479,56.7,0,222.0103,1.64452,83,596,11,3,451765.29,79,452667.99,1.7396632
Waldeck-Zuid,Nassaubuurt,55,1,1540,56.7,0,101.0414,3.484187,9,147,11,0,456211.1,5,452667.99,1.7396632
Waldeck-Zuid,Oostduinen,0,0,11,56.7,0,0.3211128,0.3211128,9,58,11,0,459220.64,1,452667.99,1.7396632
Waldeck-Zuid,Rijslag,64.6,3,1601,56.7,0,38.85381,3.885381,14,106,11,0,458279.24,17,452667.99,1.7396632
Waldeck-Zuid,Vissershaven,40.2,0,2817,56.7,0,63.556,1.246196,50,220,11,5,457308.96,14,452667.99,1.7396632
Waterbuurt,Archipelbuurt,67.7,1,5852,11.4,0,74.60194,0,22,427,14,5,456508.23,11,450061.4,1.8323864
Waterbuurt,De Uithof,6.7,0,895,11.4,0,10.74843,0,10,122,14,0,450129.23,77,450061.4,1.8323864
Waterbuurt,De Velden,43.1,1,3105,11.4,3,5.315276,0,14,32,14,0,453976.79,112,450061.4,1.8323864
Waterbuurt,Laakkwartier-West,166.9,6,7529,11.4,15,186.476,0,69,478,14,3,452482.26,90,450061.4,1.8323864
Waterbuurt,Moerwijk-Zuid,101.1,3,4174,11.4,1,93.28185,0,31,240,14,4,451423.04,85,450061.4,1.8323864
Waterbuurt,Nieuw Waldeck,123.4,2,7503,11.4,9,24.78081,0,35,202,14,0,452974.26,37,450061.4,1.8323864
Waterbuurt,Westvliet,1.1,1,135,11.4,0,11.23343,0,3,64,14,0,453909.47,109,450061.4,1.8323864
Westbroekpark,Bezuidenhout-Oost,115.6,4,8728,10,1,144.6151,8.247531,47,435,4,0,455747.16,56,457832.45,1.8513834
Westbroekpark,Oostbroek-Noord,189,1,4253,10,0,368.3699,17.65359,67,383,4,0,453884.54,71,457832.45,1.8513834
Westvliet,Bezuidenhout-Oost,115.6,4,8728,0.6,1,144.6151,18.98863,47,435,3,0,455747.16,56,453909.47,NA
Westvliet,Bezuidenhout-West,48.7,2,2620,0.6,0,33.46683,26.77865,120,767,3,0,455123.84,54,453909.47,NA
Westvliet,De Venen,0,0,NA,0.6,0,0,40.67327,0,2,3,0,452115.68,104,453909.47,NA
Westvliet,Parkbuurt Oosteinde,72.5,2,3256,0.6,1,0,31.22323,5,57,3,0,449297.82,96,453909.47,NA
Westvliet,Schildersbuurt-Oost,221.2,5,7720,0.6,0,88.95087,40.92025,131,398,3,0,453579.33,66,453909.47,NA
Westvliet,Uilebomen,95.2,1,2732,0.6,0,369.3405,49.52972,98,721,3,0,454953.9,62,453909.47,NA
Westvliet,Vogelwijk,18.6,8,4912,0.6,0,8.065941,6.126189,14,330,3,0,455497.52,27,453909.47,NA
Westvliet,Westvliet,1.1,1,135,0.6,1,11.23343,11.23343,3,64,3,0,453909.47,109,453909.47,NA
Willemspark,Erasmus Veld,5.5,0,396,28,0,19.62793,234.9872,6,57,5,0,450542.77,94,455949.6,1.9090909
Willemspark,Kampen,40.8,3,2315,28,1,44.38519,236.664,22,98,5,0,456051.35,51,455949.6,1.9090909
Willemspark,Rond de Energiecentrale,97.2,2,4850,28,0,151.439,238.1521,58,381,5,0,454604.06,45,455949.6,1.9090909
Willemspark,Stadhoudersplantsoen,80.1,4,1723,28,0,162.8909,249.8775,16,196,5,2,455806.33,22,455949.6,1.9090909
Willemspark,Vliegeniersbuurt,NA,3,NA,28,0,5.080656,232.6784,2,6,5,0,450694.2,100,455949.6,1.9090909
Willemspark,Westbroekpark,22,0,898,28,0,10.84754,239.2921,4,72,5,1,457832.45,3,455949.6,1.9090909
Willemspark,Westvliet,1.1,1,135,28,0,11.23343,232.189,3,64,5,0,453909.47,109,455949.6,1.9090909
Zeeheldenkwartier,De Velden,43.1,1,3105,75.9,3,5.315276,382.0301,14,32,113,0,453976.79,112,455467.62,1.9690418
Zeeheldenkwartier,Haagse Bos,3.6,1,422,75.9,0,0,371.6598,12,74,113,1,456196.18,49,455467.62,1.9690418
