obu_naam,dbu_naam,owk_name,year,ooffenders0,doffenders0,oX,oY,dX,dY,dbuurtnr,dgwbcode,Distance,migra0,pairid,iqd,Crim_o,Crim_d
Laakkwartier-Oost,Visserijbuurt,Laakkwartier en Spoorwijk,2007,350,64,82226.618,452967.68,79198.093,457836.12,4,5180704,5733.551,1,2740,0.6291281,450,138
Laakkwartier-Oost,Zijden/Steden/Zichten,Laakkwartier en Spoorwijk,2003,289,141,82226.618,452967.68,77800.295,450854.71,96,5183396,4904.794,20,2825,0.6777408,620,270
Laakkwartier-West,De Bras,Laakkwartier en Spoorwijk,2007,235,56,81676.184,452482.26,86142.018,449864.37,115,5184215,5176.583,11,2730,0.661966,323,48
Laakkwartier-West,Eykenduynen,Laakkwartier en Spoorwijk,2007,235,38,81676.184,452482.26,77847.231,453725.17,83,5181983,4025.632,2,2698,0.6482208,323,144
Laakkwartier-West,Kom Loosduinen,Laakkwartier en Spoorwijk,2005,258,79,81676.184,452482.26,75966.222,452310.59,95,5181795,5712.542,1,2710,0.601723,331,200
Laakkwartier-West,Kraayenstein,Laakkwartier en Spoorwijk,2004,239,112,81676.184,452482.26,75133.278,451071.59,97,5181697,6693.249,1,2712,0.6081062,401,206
Laakkwartier-West,Rustenburg,Laakkwartier en Spoorwijk,2004,239,121,81676.184,452482.26,78802.881,453532.63,30,5183130,3059.275,6,2649,0.6724973,401,269
Laakkwartier-West,Singels,Laakkwartier en Spoorwijk,2009,217,76,81676.184,452482.26,84597.526,450403.25,113,5184213,3585.594,7,2728,0.68873,264,107
Lage Veld,De Lanen,Wateringse Veld,2004,56,23,80094.01,448862.11,86991.62,453087.95,118,5184418,8089.176,9,11055,0.4922865,54,6
Lage Veld,Noordpolderbuurt,Wateringse Veld,2008,79,264,80094.01,448862.11,82724.088,453294.38,26,5183826,5153.868,1,10970,0.8117958,47,297
Landen,Archipelbuurt,Mariahoeve en Marlot,2007,117,53,85024.412,456854.6,80679.999,456508.23,46,5180546,4358.199,3,6085,0.611359,126,198
Landen,Bosweide,Mariahoeve en Marlot,2004,74,27,85024.412,456854.6,84899.888,451586.61,108,5184208,5269.464,1,6143,0.5132687,145,26
Landen,Hoge Veld,Mariahoeve en Marlot,2008,120,70,85024.412,456854.6,79585.362,449955.01,102,5184002,8785.648,5,6137,0.6137083,131,82
Landen,Huygenspark,Mariahoeve en Marlot,2006,109,170,85024.412,456854.6,81783.216,454185.69,18,5182718,4198.625,1,6060,0.743952,112,371
Landen,Zeeheldenkwartier,Mariahoeve en Marlot,2003,74,170,85024.412,456854.6,80223.357,455467.62,45,5182245,4997.385,6,6084,0.6122906,186,972
Landen,Zuidwal,Mariahoeve en Marlot,2009,117,160,85024.412,456854.6,81171.588,454554.21,14,5182814,4487.322,7,6056,0.6930125,142,623
Landen,v Hoytemastraat eo,Mariahoeve en Marlot,2003,74,15,85024.412,456854.6,82189.176,456547.83,79,5180479,2851.783,1,6114,0.584029,186,137
Leyenburg,Belgisch Park,Leyenburg,2003,123,98,78248.963,452901.75,79980.953,458771.21,71,5180271,6119.667,6,8728,0.4668028,1002,544
Leyenburg,Duinzigt,Leyenburg,2004,162,8,78248.963,452901.75,82247.32,457869.94,76,5180476,6377.286,4,8733,0.5186527,1015,69
Leyenburg,Eykenduynen,Leyenburg,2003,123,53,78248.963,452901.75,77847.231,453725.17,83,5181983,916.1912,7,8740,0.3961544,1002,150
Leyenburg,Noordpolderbuurt,Leyenburg,2006,218,326,78248.963,452901.75,82724.088,453294.38,26,5183826,4492.316,7,8690,0.803617,511,316
Leyenburg,Noordpolderbuurt,Leyenburg,2009,198,254,78248.963,452901.75,82724.088,453294.38,26,5183826,4492.316,5,8690,0.8183964,578,349
Leyenburg,Rustenburg,Leyenburg,2004,162,121,78248.963,452901.75,78802.881,453532.63,30,5183130,839.5461,20,8691,0.5369855,1015,269
Leyenburg,Schildersbuurt-Noord,Leyenburg,2006,218,387,78248.963,452901.75,80974.524,453981.39,16,5182916,2931.605,5,8680,0.8589209,511,437
Leyenburg,Venen/Oorden/Raden,Leyenburg,2008,223,272,78248.963,452901.75,77467.131,451304.75,87,5183387,1778.111,32,8744,0.7247758,603,271
Moerwijk-Noord,Lage Veld,Moerwijk,2008,163,79,80454.439,452443.94,80094.01,448862.11,104,5184004,3599.918,2,3973,0.7161738,269,47
Moerwijk-Noord,Landen,Moerwijk,2009,177,117,80454.439,452443.94,85024.412,456854.6,61,5182561,6351.266,2,3930,0.7489985,332,142
Moerwijk-Noord,Oostbroek-Zuid,Moerwijk,2008,163,172,80454.439,452443.94,79450.734,453384.99,35,5183135,1375.862,30,3908,0.7781559,269,373
Moerwijk-Noord,Rivierenbuurt-Zuid,Moerwijk,2005,182,32,80454.439,452443.94,82448.603,454478.49,62,5182762,2848.876,11,3931,0.7434234,295,52
Moerwijk-Noord,Waldeck-Zuid,Moerwijk,2007,182,45,80454.439,452443.94,75810.388,452667.99,6,5181806,4649.453,1,3882,0.6819081,290,19
Moerwijk-Oost,Erasmus Veld,Moerwijk,2007,106,38,80761.563,451911.95,79186.621,450542.77,101,5184001,2086.886,1,2260,0.6708749,214,59
Moerwijk-Oost,Kom Loosduinen,Moerwijk,2007,106,89,80761.563,451911.95,75966.222,452310.59,95,5181795,4811.882,2,2254,0.6165845,214,210
Moerwijk-Oost,Morgenweide,Moerwijk,2004,85,102,80761.563,451911.95,85599.035,451391.17,112,5184212,4865.423,1,2271,0.62705,142,110
Moerwijk-Oost,Noordpolderbuurt,Moerwijk,2006,116,326,80761.563,451911.95,82724.088,453294.38,26,5183826,2400.549,8,2192,0.815991,171,316
Moerwijk-Oost,Waldeck-Noord,Moerwijk,2008,89,26,80761.563,451911.95,75725.315,453119.56,94,5181894,5179.007,1,2253,0.66936,132,94
Moerwijk-West,Belgisch Park,Moerwijk,2005,204,107,79856.692,451847.38,79980.953,458771.21,71,5180271,6924.94,3,3826,0.6558626,333,411
Moerwijk-West,Moerwijk-West,Moerwijk,2008,184,184,79856.692,451847.38,79856.692,451847.38,37,5183637,0,55,3796,0.77127,278,278
Moerwijk-West,Moerwijk-Zuid,Moerwijk,2005,204,161,79856.692,451847.38,80106.222,451423.04,39,5183639,492.2754,25,3798,0.7446538,333,164
Moerwijk-West,Morgenstond-Zuid,Moerwijk,2008,184,170,79856.692,451847.38,79161.745,451240.78,80,5183480,922.4523,14,3835,0.769973,278,258
Moerwijk-West,Statenkwartier,Moerwijk,2008,184,89,79856.692,451847.38,78902.478,456799.66,7,5180907,5043.367,3,3769,0.723784,278,352
Moerwijk-West,Visserijbuurt,Moerwijk,2005,204,79,79856.692,451847.38,79198.093,457836.12,4,5180704,6024.839,1,3766,0.6304526,333,95
Moerwijk-West,Waldeck-Zuid,Moerwijk,2003,159,20,79856.692,451847.38,75810.388,452667.99,6,5181806,4128.677,2,3768,0.6019373,383,44
Moerwijk-Zuid,Bomenbuurt,Moerwijk,2008,151,58,80106.222,451423.04,78487.746,455282.72,52,5181252,4185.282,2,4039,0.7127498,160,274
Moerwijk-Zuid,Kortenbos,Moerwijk,2008,151,148,80106.222,451423.04,80655.598,454904.27,11,5182811,3524.319,6,4001,0.7477153,160,451
Moerwijk-Zuid,Landen,Moerwijk,2009,150,117,80106.222,451423.04,85024.412,456854.6,61,5182561,7327.379,2,4044,0.7509058,142,142
Moerwijk-Zuid,Rivierenbuurt-Zuid,Moerwijk,2009,150,35,80106.222,451423.04,82448.603,454478.49,62,5182762,3850.008,1,4045,0.7792938,142,84
Moerwijk-Zuid,Rosenburg,Moerwijk,2003,158,14,80106.222,451423.04,77028.433,453312.66,82,5181882,3611.574,3,4065,0.6191279,271,253
Morgenstond-Oost,Eykenduynen,Morgenstond,2004,123,55,78870.825,452058.42,77847.231,453725.17,83,5181983,1955.967,5,9310,0.5101083,399,172
Morgenstond-Oost,Oostbroek-Noord,Morgenstond,2008,153,105,78870.825,452058.42,79177.217,453884.54,31,5183131,1851.652,3,9262,0.7305844,367,234
Morgenstond-Oost,Oostbroek-Zuid,Morgenstond,2003,124,140,78870.825,452058.42,79450.734,453384.99,35,5183135,1447.787,1,9266,0.6715075,344,618
Morgenstond-Oost,Oostbroek-Zuid,Morgenstond,2006,125,216,78870.825,452058.42,79450.734,453384.99,35,5183135,1447.787,5,9266,0.730402,291,385
Morgenstond-Oost,Rond de Energiecentrale,Morgenstond,2006,125,371,78870.825,452058.42,79694.296,454604.06,10,5182110,2675.518,12,9244,0.711643,291,342
Morgenstond-Oost,Schildersbuurt-Noord,Morgenstond,2007,123,352,78870.825,452058.42,80974.524,453981.39,16,5182916,2850.155,2,9250,0.8541524,259,554
Morgenstond-Oost,Zonne Veld,Morgenstond,2007,123,59,78870.825,452058.42,80322.369,448382.87,105,5184005,3951.784,3,9332,0.6214457,259,77
Morgenstond-West,Bezuidenhout-West,Morgenstond,2005,154,77,78419.446,451765.29,82592.304,455123.84,64,5182664,5356.547,2,9177,0.7031005,443,448
Morgenstond-West,Houtwijk,Morgenstond,2004,144,199,78419.446,451765.29,76992.266,452335.92,86,5181786,1537.031,43,9199,0.5715595,570,533
Morgenstond-West,Kom Loosduinen,Morgenstond,2007,155,89,78419.446,451765.29,75966.222,452310.59,95,5181795,2513.097,12,9208,0.5422065,399,210
Morgenstond-West,Laakhaven-West,Morgenstond,2006,145,120,78419.446,451765.29,81545.294,453175.26,22,5183822,3429.132,1,9142,0.781875,366,477
Morgenstond-West,Moerwijk-Noord,Morgenstond,2004,144,174,78419.446,451765.29,80454.439,452443.94,38,5183638,2145.172,18,9155,0.6990981,570,375
Morgenstond-West,Moerwijk-Zuid,Morgenstond,2003,136,158,78419.446,451765.29,80106.222,451423.04,39,5183639,1721.148,10,9156,0.6872708,679,271
Morgenstond-Zuid,Componistenbuurt,Morgenstond,2005,170,16,79161.745,451240.78,76346.377,453537.39,93,5181893,3633.275,1,8294,0.6256062,244,47
Morgenstond-Zuid,Geuzenkwartier,Morgenstond,2007,182,57,79161.745,451240.78,78472.418,456729.06,8,5180908,5531.4,1,8216,0.634516,296,86
Morgenstond-Zuid,Houtwijk,Morgenstond,2009,165,186,79161.745,451240.78,76992.266,452335.92,86,5181786,2430.221,15,8287,0.690753,206,395
Morgenstond-Zuid,Landen,Morgenstond,2006,173,109,79161.745,451240.78,85024.412,456854.6,61,5182561,8117.01,5,8262,0.6955472,260,112
Morgenstond-Zuid,Transvaalkwartier-Noord,Morgenstond,2007,182,142,79161.745,451240.78,79658.149,454095.83,32,5183032,2897.881,2,8237,0.8618097,296,140
Morgenstond-Zuid,Waldeck-Zuid,Morgenstond,2003,142,20,79161.745,451240.78,75810.388,452667.99,6,5181806,3642.598,5,8214,0.5977138,358,44
Morgenweide,Morgenweide,Ypenburg,2009,120,120,85599.035,451391.17,85599.035,451391.17,112,5184212,0,66,11961,0.58231,138,138
Morgenweide,Rond de Energiecentrale,Ypenburg,2005,106,374,85599.035,451391.17,79694.296,454604.06,10,5182110,6722.244,2,11866,0.6689457,100,296
Morgenweide,Schildersbuurt-West,Ypenburg,2009,120,464,85599.035,451391.17,80427.874,453837.54,15,5182915,5720.63,3,11871,0.8917646,138,3586
Morgenweide,Singels,Ypenburg,2005,106,88,85599.035,451391.17,84597.526,450403.25,113,5184213,1406.773,11,11962,0.5216777,100,64
Morgenweide,Willemspark,Ypenburg,2007,123,20,85599.035,451391.17,81028.215,455949.6,47,5182347,6455.36,2,11900,0.6116883,113,71
Nassaubuurt,Bomenbuurt,Benoordenhout,2007,11,68,81674.225,456211.1,78487.746,455282.72,52,5181252,3318.967,1,5065,0.5694216,50,224
Nassaubuurt,Venen/Oorden/Raden,Benoordenhout,2008,10,272,81674.225,456211.1,77467.131,451304.75,87,5183387,6463.118,1,5096,0.778017,71,271
Nassaubuurt,Zuidwal,Benoordenhout,2009,16,160,81674.225,456211.1,81171.588,454554.21,14,5182814,1731.45,1,5030,0.6908951,99,623
Nieuw Waldeck,Bezuidenhout-Oost,Waldeck,2005,179,153,76416.167,452974.26,83467.143,455747.16,66,5182666,7576.625,2,4163,0.490885,231,308
Nieuw Waldeck,Bohemen/Meer en Bos,Waldeck,2006,164,33,76416.167,452974.26,75920.197,453795.66,92,5181492,959.523,6,4189,0.4431788,158,101
Nieuw Waldeck,De Lanen,Waldeck,2007,168,59,76416.167,452974.26,86991.62,453087.95,118,5184418,10576.06,2,4215,0.5185075,224,52
Nieuw Waldeck,Lage Veld,Waldeck,2003,115,40,76416.167,452974.26,80094.01,448862.11,104,5184004,5516.911,1,4201,0.4838292,237,50
Nieuw Waldeck,Rivierenbuurt-Noord,Waldeck,2008,146,105,76416.167,452974.26,82184.823,454877.38,63,5182763,6074.474,2,4160,0.666306,222,295
Noordpolderbuurt,Belgisch Park,Laakkwartier en Spoorwijk,2003,252,98,82724.088,453294.38,79980.953,458771.21,71,5180271,6125.388,3,2914,0.7949679,405,544
Noordpolderbuurt,Bezuidenhout-Oost,Laakkwartier en Spoorwijk,2008,264,140,82724.088,453294.38,83467.143,455747.16,66,5182666,2562.861,8,2909,0.8198188,297,225
Noordpolderbuurt,Hoge Veld,Laakkwartier en Spoorwijk,2008,264,70,82724.088,453294.38,79585.362,449955.01,102,5184002,4582.905,15,2945,0.8105708,297,82
Noordpolderbuurt,Nassaubuurt,Laakkwartier en Spoorwijk,2009,254,16,82724.088,453294.38,81674.225,456211.1,48,5180448,3099.906,1,2895,0.837082,349,99
Noordpolderbuurt,Rond de Energiecentrale,Laakkwartier en Spoorwijk,2003,252,136,82724.088,453294.38,79694.296,454604.06,10,5182110,3300.74,7,2860,0.8078006,405,439
Noordpolderbuurt,Rustenburg,Laakkwartier en Spoorwijk,2007,327,157,82724.088,453294.38,78802.881,453532.63,30,5183130,3928.438,10,2877,0.813613,256,250
Ockenburgh,Noordpolderbuurt,Kijkduin en Ockenburgh,2006,15,326,74513.887,452524.93,82724.088,453294.38,26,5183826,8246.178,1,9374,0.803049,147,316
Ockenburgh,Statenkwartier,Kijkduin en Ockenburgh,2009,58,90,74513.887,452524.93,78902.478,456799.66,7,5180907,6126.418,5,9355,0.521402,193,384
Ockenburgh,Waldeck-Zuid,Kijkduin en Ockenburgh,2007,22,45,74513.887,452524.93,75810.388,452667.99,6,5181806,1304.37,3,9354,0.4269809,126,19
Ockenburgh,Zuidwal,Kijkduin en Ockenburgh,2009,58,160,74513.887,452524.93,81171.588,454554.21,14,5182814,6960.097,1,9362,0.6357942,193,623
Oostbroek-Noord,Eykenduynen,Rustenburg en Oostbroek,2004,95,55,79177.217,453884.54,77847.231,453725.17,83,5181983,1339.501,2,3154,0.6118641,349,172
Oostbroek-Noord,Venen/Oorden/Raden,Rustenburg en Oostbroek,2004,95,253,79177.217,453884.54,77467.131,451304.75,87,5183387,3095.116,6,3158,0.7582753,349,345
Oostbroek-Zuid,Dreven en Gaarden,Rustenburg en Oostbroek,2004,197,231,79450.734,453384.99,78164.958,450403.42,98,5183398,3246.993,11,3625,0.7331666,480,394
Oostbroek-Zuid,Eykenduynen,Rustenburg en Oostbroek,2005,202,50,79450.734,453384.99,77847.231,453725.17,83,5181983,1639.19,3,3610,0.6625665,432,126
Oostbroek-Zuid,Geuzenkwartier,Rustenburg en Oostbroek,2004,197,58,79450.734,453384.99,78472.418,456729.06,8,5180908,3484.24,3,3542,0.6189499,480,131
Oostbroek-Zuid,Heesterbuurt,Rustenburg en Oostbroek,2006,216,164,79450.734,453384.99,78293.527,454267.97,54,5182054,1455.606,21,3585,0.71835,385,181
Oostbroek-Zuid,Laakkwartier-West,Rustenburg en Oostbroek,2005,202,258,79450.734,453384.99,81676.184,452482.26,24,5183824,2401.573,17,3558,0.7503884,432,331
Oostbroek-Zuid,Moerwijk-West,Rustenburg en Oostbroek,2003,140,159,79450.734,453384.99,79856.692,451847.38,37,5183637,1590.293,10,3568,0.7167227,618,383
Oostbroek-Zuid,Zeeheldenkwartier,Rustenburg en Oostbroek,2006,216,208,79450.734,453384.99,80223.357,455467.62,45,5182245,2221.325,2,3576,0.74531,385,456
Oud Scheveningen,Burgen en Horsten,Scheveningen,2009,59,85,78627.353,457923.01,84507.038,456483.6,69,5182569,6053.313,1,62,0.5007525,98,214
Oud Scheveningen,Moerwijk-Zuid,Scheveningen,2004,45,154,78627.353,457923.01,80106.222,451423.04,39,5183639,6666.083,1,36,0.6026416,172,202
Oud Scheveningen,Morgenstond-Oost,Scheveningen,2003,31,124,78627.353,457923.01,78870.825,452058.42,89,5183489,5869.642,1,82,0.469021,199,344
Oud Scheveningen,Oud Scheveningen,Scheveningen,2003,31,31,78627.353,457923.01,78627.353,457923.01,1,5180701,0,31,1,0.29776,199,199
Oud Scheveningen,Statenkwartier,Scheveningen,2004,45,89,78627.353,457923.01,78902.478,456799.66,7,5180907,1156.549,6,7,0.4456474,172,473
Oud Scheveningen,Vruchtenbuurt,Scheveningen,2008,55,62,78627.353,457923.01,77415.149,453995.4,53,5181953,4110.422,4,50,0.351509,115,238
Parkbuurt Oosteinde,Kraayenstein,Wateringse Veld,2006,46,102,79853.017,449297.82,75133.278,451071.59,97,5181697,5042.043,5,10920,0.4172611,43,139
Parkbuurt Oosteinde,Landen,Wateringse Veld,2008,48,120,79853.017,449297.82,85024.412,456854.6,61,5182561,9156.868,1,10884,0.5777682,85,131
Parkbuurt Oosteinde,Vogelwijk,Wateringse Veld,2005,49,37,79853.017,449297.82,77137.431,455497.52,9,5181309,6768.356,1,10839,0.463088,66,157
Rijslag,Laakhaven-West,Scheveningen,2007,32,121,79513.394,458279.24,81545.294,453175.26,22,5183822,5493.561,1,7318,0.7801205,85,444
Rijslag,Scheveningen Badplaats,Scheveningen,2009,22,96,79513.394,458279.24,79034.031,458491.39,3,5180703,524.2118,9,7299,0.473164,82,365
Rivierenbuurt-Noord,Kampen,Stationsbuurt,2004,87,35,82184.823,454877.38,83972.725,456051.35,67,5182567,2138.88,1,6330,0.6943408,323,84
Rivierenbuurt-Noord,Kraayenstein,Stationsbuurt,2005,92,110,82184.823,454877.38,75133.278,451071.59,97,5181697,8013.005,1,6360,0.616219,170,165
Rivierenbuurt-Noord,Moerwijk-Noord,Stationsbuurt,2009,81,177,82184.823,454877.38,80454.439,452443.94,38,5183638,2985.94,5,6305,0.7752828,271,332
Rivierenbuurt-Noord,Transvaalkwartier-Midden,Stationsbuurt,2004,87,141,82184.823,454877.38,79874.434,453753.38,33,5183033,2569.293,9,6300,0.8553224,323,665
Rivierenbuurt-Zuid,Belgisch Park,Stationsbuurt,2009,35,109,82448.603,454478.49,79980.953,458771.21,71,5180271,4951.434,2,6220,0.6916316,84,376
Rivierenbuurt-Zuid,Bezuidenhout-Oost,Stationsbuurt,2005,32,153,82448.603,454478.49,83467.143,455747.16,66,5182666,1626.945,4,6215,0.6558058,52,308
Rivierenbuurt-Zuid,Heesterbuurt,Stationsbuurt,2003,24,137,82448.603,454478.49,78293.527,454267.97,54,5182054,4160.406,2,6207,0.6754856,114,329
Rivierenbuurt-Zuid,Kerketuinen/Zichtenburg,Stationsbuurt,2004,27,218,82448.603,454478.49,77037.443,451558.07,85,5181785,6148.944,2,6234,0.765557,89,119
Rivierenbuurt-Zuid,Kortenbos,Stationsbuurt,2006,27,154,82448.603,454478.49,80655.598,454904.27,11,5182811,1842.866,1,6167,0.7063394,60,631
Rivierenbuurt-Zuid,Laakhaven-Oost,Stationsbuurt,2004,27,101,82448.603,454478.49,82238.754,453809.14,19,5183819,701.4762,4,6175,0.7986817,89,292
Rond de Energiecentrale,Heesterbuurt,Regentessekwartier,2008,389,143,79694.296,454604.06,78293.527,454267.97,54,5182054,1440.524,14,1077,0.6895815,257,218
Rond de Energiecentrale,Laakhaven-Oost,Regentessekwartier,2008,389,115,79694.296,454604.06,82238.754,453809.14,19,5183819,2665.738,9,1045,0.8011882,257,219
Rond de Energiecentrale,Laakhaven-West,Regentessekwartier,2006,371,120,79694.296,454604.06,81545.294,453175.26,22,5183822,2338.303,13,1048,0.799154,342,477
Rond de Energiecentrale,Landen,Regentessekwartier,2007,329,117,79694.296,454604.06,85024.412,456854.6,61,5182561,5785.765,6,1080,0.71329,308,126
Rond de Energiecentrale,Rijslag,Regentessekwartier,2005,374,19,79694.296,454604.06,79513.394,458279.24,72,5180772,3679.629,2,1091,0.6616147,296,100
Rond de Energiecentrale,Rustenburg,Regentessekwartier,2009,412,141,79694.296,454604.06,78802.881,453532.63,30,5183130,1393.762,19,1053,0.7187393,354,215
Rond de Energiecentrale,Sweelinckplein eo,Regentessekwartier,2009,412,131,79694.296,454604.06,79342.008,455512.35,43,5181143,974.217,18,1066,0.6975981,354,239
Rond de Energiecentrale,Voorhout,Regentessekwartier,2009,412,39,79694.296,454604.06,81303.553,455410.77,12,5182812,1800.137,5,1038,0.7307927,354,354
Rosenburg,Erasmus Veld,Waldeck,2004,14,25,77028.433,453312.66,79186.621,450542.77,101,5184001,3511.422,2,8530,0.4383974,260,93
Rosenburg,Eykenduynen,Waldeck,2005,19,50,77028.433,453312.66,77847.231,453725.17,83,5181983,916.838,9,8512,0.418581,263,126
Rosenburg,Kortenbos,Waldeck,2003,14,115,77028.433,453312.66,80655.598,454904.27,11,5182811,3961.004,6,8447,0.543944,253,1285
Rosenburg,Leyenburg,Waldeck,2007,15,199,77028.433,453312.66,78248.963,452901.75,84,5183284,1287.843,12,8513,0.450101,167,505
Rosenburg,Nieuw Waldeck,Waldeck,2004,14,157,77028.433,453312.66,76416.167,452974.26,40,5181840,699.5612,15,8473,0.4581532,260,207
Rosenburg,Nieuw Waldeck,Waldeck,2007,15,168,77028.433,453312.66,76416.167,452974.26,40,5181840,699.5612,6,8473,0.463782,167,224
Rustenburg,Kortenbos,Rustenburg en Oostbroek,2006,146,154,78802.881,453532.63,80655.598,454904.27,11,5182811,2305.203,8,2975,0.6338979,181,631
Rustenburg,Laakhaven-Oost,Rustenburg en Oostbroek,2003,111,88,78802.881,453532.63,82238.754,453809.14,19,5183819,3446.981,2,2983,0.770785,316,382
Rustenburg,Morgenstond-West,Rustenburg en Oostbroek,2005,157,154,78802.881,453532.63,78419.446,451765.29,88,5183488,1808.46,7,3045,0.6409572,240,443
Rustenburg,Rond de Energiecentrale,Rustenburg en Oostbroek,2003,111,136,78802.881,453532.63,79694.296,454604.06,10,5182110,1393.762,19,2974,0.694188,316,439
Rustenburg,Rond de Energiecentrale,Rustenburg en Oostbroek,2008,146,389,78802.881,453532.63,79694.296,454604.06,10,5182110,1393.762,8,2974,0.7122767,183,257
Rustenburg,Transvaalkwartier-Noord,Rustenburg en Oostbroek,2004,121,138,78802.881,453532.63,79658.149,454095.83,32,5183032,1024.048,12,2993,0.8625515,269,210
Rustenburg,Zuidwal,Rustenburg en Oostbroek,2006,146,188,78802.881,453532.63,81171.588,454554.21,14,5182814,2579.611,6,2978,0.677737,181,1645
Scheveningen Badplaats,Bosweide,Scheveningen,2005,107,15,79034.031,458491.39,84899.888,451586.61,108,5184208,9060.039,1,329,0.4333694,268,26
Scheveningen Badplaats,Duttendel,Scheveningen,2007,106,7,79034.031,458491.39,80957.974,457876.04,74,5180374,2019.953,2,295,0.5176091,422,51
Scheveningen Badplaats,Duttendel,Scheveningen,2009,96,13,79034.031,458491.39,80957.974,457876.04,74,5180374,2019.953,2,295,0.523684,365,58
Scheveningen Badplaats,Groente- en Fruitmarkt,Scheveningen,2004,72,127,79034.031,458491.39,80604.298,452912.11,21,5183721,5796.039,1,249,0.802043,318,405
Scheveningen Badplaats,Houtwijk,Scheveningen,2003,76,138,79034.031,458491.39,76992.266,452335.92,86,5181786,6485.259,1,307,0.4451952,450,655
Scheveningen Badplaats,Uilennest,Scheveningen,2005,107,15,79034.031,458491.39,82832.896,456914.83,75,5180475,4113.019,2,296,0.5254204,268,38
Scheveningen Badplaats,Zeeheldenkwartier,Scheveningen,2004,72,180,79034.031,458491.39,80223.357,455467.62,45,5182245,3249.263,6,270,0.557543,318,811
Schildersbuurt-Noord,Bomenbuurt,Schildersbuurt,2005,376,68,80974.524,453981.39,78487.746,455282.72,52,5181252,2806.691,1,1759,0.8679542,543,303
Schildersbuurt-Noord,Laakkwartier-Oost,Schildersbuurt,2005,376,318,80974.524,453981.39,82226.618,452967.68,25,5183825,1611.006,24,1735,0.8464668,543,469
Schildersbuurt-Noord,Moerwijk-West,Schildersbuurt,2004,342,147,80974.524,453981.39,79856.692,451847.38,37,5183637,2409.054,21,1744,0.8486577,590,326
Schildersbuurt-Noord,Ockenburgh,Schildersbuurt,2004,342,33,80974.524,453981.39,74513.887,452524.93,90,5181590,6622.772,1,1793,0.8601156,590,263
Schildersbuurt-Noord,Oostbroek-Zuid,Schildersbuurt,2005,376,202,80974.524,453981.39,79450.734,453384.99,35,5183135,1636.347,21,1742,0.8306808,543,432
Schildersbuurt-Oost,Kortenbos,Schildersbuurt,2008,223,148,81270.005,453579.33,80655.598,454904.27,11,5182811,1460.465,16,1835,0.9064693,280,451
Schildersbuurt-Oost,Kraayenstein,Schildersbuurt,2005,314,110,81270.005,453579.33,75133.278,451071.59,97,5181697,6629.342,2,1914,0.9307,370,165
Schildersbuurt-Oost,Laakkwartier-Oost,Schildersbuurt,2006,280,365,81270.005,453579.33,82226.618,452967.68,25,5183825,1135.441,11,1849,0.8875067,371,397
Schildersbuurt-Oost,Transvaalkwartier-Midden,Schildersbuurt,2007,255,127,81270.005,453579.33,79874.434,453753.38,33,5183033,1406.381,8,1854,0.8066128,455,715
Schildersbuurt-Oost,Waldeck-Noord,Schildersbuurt,2009,228,31,81270.005,453579.33,75725.315,453119.56,94,5181894,5563.72,2,1911,0.9408869,228,144
Schildersbuurt-West,De Vissen,Schildersbuurt,2004,488,111,80427.874,453837.54,88163.568,453221.58,120,5184420,7760.179,21,1709,0.8912297,971,83
Schildersbuurt-West,Huygenspark,Schildersbuurt,2003,416,123,80427.874,453837.54,81783.216,454185.69,18,5182718,1399.342,35,1614,0.8681011,1170,694
Schildersbuurt-West,Leyenburg,Schildersbuurt,2009,464,198,80427.874,453837.54,78248.963,452901.75,84,5183284,2371.361,37,1673,0.9015151,3586,578
Schildersbuurt-West,Morgenstond-West,Schildersbuurt,2009,464,124,80427.874,453837.54,78419.446,451765.29,88,5183488,2885.828,39,1677,0.8707598,3586,411
Schildersbuurt-West,Rivierenbuurt-Zuid,Schildersbuurt,2008,463,30,80427.874,453837.54,82448.603,454478.49,62,5182762,2119.945,1,1651,0.8837117,3590,84
Schildersbuurt-West,Vissershaven,Schildersbuurt,2003,416,76,80427.874,453837.54,78099.835,457308.96,2,5180702,4179.779,2,1598,0.89899,1170,270
Schildersbuurt-West,Waterbuurt,Schildersbuurt,2004,488,67,80427.874,453837.54,85111.622,450061.4,114,5184214,6016.371,3,1703,0.8872459,971,56
Singels,Bezuidenhout-West,Ypenburg,2003,65,59,84597.526,450403.25,82592.304,455123.84,64,5182664,5128.824,3,12027,0.628707,95,887
Singels,Bosweide,Ypenburg,2003,65,12,84597.526,450403.25,84899.888,451586.61,108,5184208,1221.372,14,12071,0.438718,95,34
Singels,Oostbroek-Zuid,Ypenburg,2007,108,194,84597.526,450403.25,79450.734,453384.99,35,5183135,5948.126,1,12002,0.7032547,79,385
Singels,Rivierenbuurt-Noord,Ypenburg,2007,108,92,84597.526,450403.25,82184.823,454877.38,63,5182763,5083.198,3,12026,0.6671692,79,195
Singels,Zeeheldenkwartier,Ypenburg,2007,108,210,84597.526,450403.25,80223.357,455467.62,45,5182245,6691.87,1,12012,0.6024224,79,618
Spoorwijk,Bomenbuurt,Laakkwartier en Spoorwijk,2005,124,68,81227.602,452158.09,78487.746,455282.72,52,5181252,4155.728,2,2557,0.7483107,97,303
